Rk,Player,From,To,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,WS,salary,WS%,expected_salary,salary_diff
6,Richaun Holmes,,,PHI,NBA,51,1,702,114,222,106,178,8,44,51,74,62,73,135,33,19,40,32,92,287,.514,.596,.182,.532,.689,.564,1.5,$1050000.0,0.09375000000000003,$3082445.06,$2032445.06
7,Isaiah Canaan,,,PHI,NBA,77,39,1966,260,722,84,237,176,485,150,180,20,154,174,137,56,12,91,133,846,.360,.354,.363,.482,.833,.528,1.4,$947276.0,0.08750000000000001,$2876948.73,$1929672.73
8,Jahlil Okafor,,,PHI,NBA,53,48,1591,397,781,396,775,1,6,133,194,122,251,373,65,22,61,124,140,928,.508,.511,.167,.509,.686,.536,1.2,$4582680.0,0.07500000000000001,$2465956.05,$-2116723.95
9,Hollis Thompson,,,PHI,NBA,77,17,2154,270,680,121,288,149,392,69,96,54,218,272,99,36,24,76,187,758,.397,.420,.380,.507,.719,.525,1.2,$947276.0,0.07500000000000001,$2465956.05,$1518680.05
10,Nik Stauskas,,,PHI,NBA,73,35,1809,210,545,104,220,106,325,91,118,23,160,183,138,44,20,94,115,617,.385,.473,.326,.483,.771,.517,0.5,$2869440.0,0.03125000000000001,$1027481.69,$-1841958.31
11,Ish Smith,,,PHI,NBA,50,50,1622,299,739,253,602,46,137,89,133,29,184,213,348,64,18,130,95,733,.405,.420,.336,.436,.669,.460,0.4,$1100602.0,0.02500000000000001,$821985.35,$-278616.65
12,Christian Wood,,,PHI,NBA,17,0,145,22,53,18,42,4,11,13,21,13,25,38,3,5,7,2,11,61,.415,.429,.364,.453,.619,.490,0.3,$21621.0,0.018750000000000003,$616489.01,$594868.01
13,Elton Brand,,,PHI,NBA,17,1,225,31,72,31,71,0,1,8,9,9,54,63,18,9,8,11,32,70,.431,.437,.000,.431,.889,.461,0.2,$890693.0,0.012500000000000004,$410992.68,$-479700.32
14,Phil Pressey,,,PHI,NBA,14,0,170,21,55,17,42,4,13,9,18,0,23,23,46,11,1,19,14,55,.382,.405,.308,.418,.500,.437,0.0,$172739.0,0.0,$0.0,$-172739.0
15,Sonny Weems,,,PHI,NBA,7,0,78,7,21,5,12,2,9,1,2,1,11,12,2,0,0,4,7,17,.333,.417,.222,.381,.500,.388,-0.2,$2800000.0,-0.012500000000000004,$-410992.68,$-3210992.68
16,JaKarr Sampson,,,PHI,NBA,47,18,691,86,202,80,168,6,34,62,97,30,99,129,30,11,16,51,91,240,.426,.476,.176,.441,.639,.490,-0.3,$845059.0,-0.018750000000000003,$-616489.01,$-1461548.01
17,Kendall Marshall,,,PHI,NBA,30,6,400,43,118,27,69,16,49,9,13,2,26,28,73,16,2,43,30,111,.364,.391,.327,.432,.692,.449,-0.5,$2144722.0,-0.03125000000000001,$-1027481.69,$-3172203.69
18,Tony Wroten,,,PHI,NBA,8,3,144,22,65,19,48,3,17,20,37,2,19,21,20,3,0,29,11,67,.338,.396,.176,.362,.541,.412,-0.8,$2179354.0,-0.05000000000000002,$-1643970.7,$-3823324.7
1,Tyson Chandler,,,PHO,NBA,66,60,1618,183,314,183,313,0,1,106,171,175,401,576,64,36,44,93,145,472,.583,.585,.000,.583,.620,.606,3.8,$13000000.0,0.14960629921259844,$10116209.2,$-2883790.8
2,Mirza Teletovic,,,PHO,NBA,79,1,1686,332,777,151,317,181,460,120,155,55,247,302,89,32,21,84,159,965,.427,.476,.393,.544,.774,.571,3.8,$5500000.0,0.14960629921259844,$10116209.2,$4616209.2
3,P.J. Tucker,,,PHO,NBA,82,80,2540,239,582,171,376,68,206,106,142,165,347,512,177,106,20,111,202,652,.411,.455,.330,.469,.746,.506,3.5,$5500000.0,0.1377952755905512,$9317561.1,$3817561.1
4,Jon Leuer,,,PHO,NBA,67,27,1255,224,466,182,356,42,110,77,101,76,297,373,72,38,30,75,125,567,.481,.511,.382,.526,.762,.555,2.7,$1035000.0,0.10629921259842522,$7187832.85,$6152832.85
5,Eric Bledsoe,,,PHO,NBA,31,31,1059,223,492,175,363,48,129,138,172,18,107,125,190,63,19,110,75,632,.453,.482,.372,.502,.802,.557,2.5,$13086957.0,0.0984251968503937,$6655400.79,$-6431556.21
6,T.J. Warren,,,PHO,NBA,47,4,1070,221,441,193,371,28,70,45,64,57,90,147,44,37,16,32,94,515,.501,.520,.400,.533,.703,.549,2.2,$2041080.0,0.08661417322834647,$5856752.69,$3815672.69
7,Devin Booker,,,PHO,NBA,76,51,2108,367,867,268,578,99,289,215,256,27,160,187,200,44,20,160,225,1048,.423,.464,.343,.480,.840,.535,1.9,$2127840.0,0.07480314960629922,$5058104.6,$2930264.6
8,Brandon Knight,,,PHO,NBA,52,50,1870,371,895,251,544,120,351,156,183,36,166,202,263,61,20,177,124,1018,.415,.461,.342,.482,.852,.522,1.7,$12000000.0,0.06692913385826772,$4525672.54,$-7474327.46
9,Ronnie Price,,,PHO,NBA,62,18,1211,116,302,48,106,68,196,31,41,25,74,99,147,74,13,70,161,331,.384,.453,.347,.497,.756,.517,1.4,$1499187.0,0.05511811023622047,$3727024.44,$2227837.44
10,Alex Len,,,PHO,NBA,78,46,1821,264,624,263,617,1,7,174,239,178,416,594,97,38,62,145,230,703,.423,.426,.143,.424,.728,.482,1.3,$3807120.0,0.05118110236220473,$3460808.41,$-346311.59
11,John Jenkins,,,PHO,NBA,22,2,287,42,90,29,58,13,32,12,15,4,31,35,26,5,1,16,11,109,.467,.500,.406,.539,.800,.564,0.4,$981000.0,0.015748031496062995,$1064864.13,$83864.13
12,Jordan McRae,,,PHO,NBA,7,0,82,11,26,8,15,3,11,12,15,2,6,8,10,3,0,6,7,37,.423,.533,.273,.481,.800,.567,0.2,$61776.0,0.007874015748031498,$532432.06,$470656.06
13,Alan Williams,,,PHO,NBA,10,0,68,10,24,10,24,0,0,9,14,14,24,38,5,4,5,6,15,29,.417,.417,,.417,.643,.481,0.2,$83397.0,0.007874015748031498,$532432.06,$449035.06
14,Chase Budinger,,,PHO,NBA,17,0,200,23,45,19,28,4,17,5,8,12,17,29,15,3,1,13,16,55,.511,.679,.235,.556,.625,.567,0.1,$258082.0,0.003937007874015749,$266216.03,$8134.03
15,Archie Goodwin,,,PHO,NBA,57,13,1114,176,422,153,323,23,99,130,193,27,115,142,118,27,13,100,84,505,.417,.474,.232,.444,.674,.498,0.1,$1160160.0,0.003937007874015749,$266216.03,$-893943.97
16,Cory Jefferson,,,PHO,NBA,8,0,50,9,22,9,21,0,1,4,6,6,10,16,0,0,1,0,8,22,.409,.429,.000,.409,.667,.446,0.1,$370000.0,0.003937007874015749,$266216.03,$-103783.97
17,Kris Humphries,,,PHO,NBA,4,3,74,10,36,7,26,3,10,6,8,11,21,32,7,3,2,4,8,29,.278,.269,.300,.319,.750,.367,0.0,$4600000.0,0.0,$0.0,$-4600000.0
18,Orlando Johnson,,,PHO,NBA,2,0,47,5,17,4,12,1,5,5,6,3,6,9,0,2,3,1,5,16,.294,.333,.200,.324,.833,.407,0.0,$55722.0,0.0,$0.0,$-55722.0
19,Phil Pressey,,,PHO,NBA,9,0,113,9,23,9,18,0,5,4,7,3,5,8,29,7,3,14,14,22,.391,.500,.000,.391,.571,.422,-0.1,$111444.0,-0.003937007874015749,$-266216.03,$-377660.03
20,Lorenzo Brown,,,PHO,NBA,8,0,61,8,25,7,17,1,8,3,4,0,7,7,11,3,1,9,4,20,.320,.412,.125,.340,.750,.374,-0.2,$111444.0,-0.007874015748031498,$-532432.06,$-643876.06
21,Bryce Cotton,,,PHO,NBA,3,0,33,2,8,2,5,0,3,0,0,0,0,0,3,3,0,5,2,4,.250,.400,.000,.250,,.250,-0.2,$228663.0,-0.007874015748031498,$-532432.06,$-761095.06
1,Damian Lillard,,,POR,NBA,75,75,2676,618,1474,389,864,229,610,414,464,45,257,302,512,65,28,242,165,1879,.419,.450,.375,.497,.892,.560,9.2,$4236287.0,0.2076749435665914,$10073725.87,$5837438.87
2,Ed Davis,,,POR,NBA,81,0,1684,206,337,206,337,0,0,114,204,224,375,599,88,57,72,64,202,526,.611,.611,,.611,.559,.616,6.7,$7000000.0,0.15124153498871334,$7336300.36,$336300.36
3,Mason Plumlee,,,POR,NBA,82,82,2084,267,517,267,513,0,4,215,335,201,427,628,226,68,85,154,253,749,.516,.520,.000,.516,.642,.564,6.1,$1415520.0,0.13769751693002258,$6679318.24,$5263798.24
4,C.J. McCollum,,,POR,NBA,80,80,2780,641,1431,444,959,197,472,187,226,47,212,259,341,97,23,196,187,1666,.448,.463,.417,.517,.827,.544,6.0,$2525160.0,0.13544018058690746,$6569821.22,$4044661.22
5,Allen Crabbe,,,POR,NBA,81,8,2105,311,678,199,393,112,285,98,113,27,189,216,99,63,16,64,192,832,.459,.506,.393,.541,.867,.572,4.3,$947276.0,0.09706546275395034,$4708371.87,$3761095.87
6,Al-Farouq Aminu,,,POR,NBA,82,82,2341,299,719,173,370,126,349,115,156,98,401,499,138,72,53,120,171,839,.416,.468,.361,.503,.737,.533,4.0,$7500000.0,0.09029345372460497,$4379880.81,$-3120119.19
7,Maurice Harkless,,,POR,NBA,78,14,1457,195,411,156,271,39,140,69,111,101,179,280,67,49,35,62,124,498,.474,.576,.279,.522,.622,.541,2.9,$2894059.0,0.0654627539503386,$3175413.59,$281354.59
8,Meyers Leonard,,,POR,NBA,61,10,1333,195,435,109,207,86,228,35,46,51,263,314,92,8,18,77,183,511,.448,.527,.377,.547,.761,.561,2.2,$3075880.0,0.04966139954853274,$2408934.45,$-666945.55
9,Gerald Henderson,,,POR,NBA,72,0,1431,232,529,184,393,48,136,112,146,30,181,211,75,39,19,68,87,624,.439,.468,.353,.484,.767,.526,2.0,$6000000.0,0.045146726862302484,$2189940.41,$-3810059.59
10,Noah Vonleh,,,POR,NBA,78,56,1174,117,278,106,232,11,46,38,51,91,214,305,30,27,26,50,152,283,.421,.457,.239,.441,.745,.471,1.2,$2637720.0,0.02708803611738149,$1313964.24,$-1323755.76
11,Brian Roberts,,,POR,NBA,21,0,137,23,50,17,35,6,15,8,10,2,10,12,16,3,1,7,12,60,.460,.486,.400,.520,.800,.551,0.3,$2854940.0,0.006772009029345372,$328491.06,$-2526448.94
12,Chris Kaman,,,POR,NBA,16,2,112,20,43,19,39,1,4,3,3,7,17,24,11,1,1,8,15,44,.465,.487,.250,.477,1.000,.496,0.1,$5000000.0,0.0022573363431151244,$109497.02,$-4890502.98
13,Cliff Alexander,,,POR,NBA,8,0,36,5,10,5,10,0,0,0,0,2,4,6,0,1,2,1,1,10,.500,.500,,.500,,.500,0.0,$525093.0,0.0,$0.0,$-525093.0
14,Pat Connaughton,,,POR,NBA,34,0,143,13,49,8,28,5,21,5,5,11,21,32,10,2,0,10,6,36,.265,.286,.238,.316,1.000,.352,-0.2,$525093.0,-0.004514672686230249,$-218994.04,$-744087.04
15,Luis Montero,,,POR,NBA,12,0,42,5,19,4,10,1,9,3,4,0,4,4,1,0,0,4,1,14,.263,.400,.111,.289,.750,.337,-0.2,$525093.0,-0.004514672686230249,$-218994.04,$-744087.04
16,Tim Frazier,,,POR,NBA,35,1,272,20,60,17,43,3,17,8,15,11,28,39,42,10,1,27,31,51,.333,.395,.176,.358,.533,.383,-0.3,$845059.0,-0.006772009029345372,$-328491.06,$-1173550.06
1,DeMarcus Cousins,,,SAC,NBA,65,65,2246,601,1332,531,1122,70,210,476,663,158,589,747,214,101,92,249,236,1748,.451,.473,.333,.477,.718,.538,5.7,$14728844.0,0.16332378223495703,$11571016.5,$-3157827.5
2,Darren Collison,,,SAC,NBA,74,15,2219,377,776,290,559,87,217,194,226,28,141,169,318,76,4,130,142,1035,.486,.519,.401,.542,.858,.591,5.2,$5013559.0,0.1489971346704871,$10556015.05,$5542456.05
3,Rajon Rondo,,,SAC,NBA,72,72,2537,355,782,293,612,62,170,87,150,77,358,435,839,141,10,278,175,859,.454,.479,.365,.494,.580,.506,4.6,$9500000.0,0.1318051575931232,$9338013.31,$-161986.69
4,Willie Cauley-Stein,,,SAC,NBA,66,39,1412,191,339,191,337,0,2,81,125,134,218,352,37,48,66,46,146,463,.563,.567,.000,.563,.648,.588,3.8,$3398280.0,0.10888252148997135,$7714011.0,$4315731.0
5,Rudy Gay,,,SAC,NBA,70,70,2379,466,1007,392,792,74,215,198,254,103,353,456,120,100,51,139,184,1204,.463,.495,.344,.500,.780,.538,3.8,$12403101.0,0.10888252148997135,$7714011.0,$-4689090.0
6,Omri Casspi,,,SAC,NBA,69,21,1880,299,622,187,348,112,274,103,159,58,352,410,95,56,17,94,154,813,.481,.537,.409,.571,.648,.587,3.6,$3000000.0,0.10315186246418338,$7308010.42,$4308010.42
7,Kosta Koufos,,,SAC,NBA,78,14,1482,236,444,236,444,0,0,57,104,169,254,423,33,40,70,48,185,529,.532,.532,,.532,.548,.540,3.5,$7500000.0,0.1002865329512894,$7105010.13,$-394989.87
8,Quincy Acy,,,SAC,NBA,59,29,876,119,214,100,165,19,49,50,68,65,123,188,27,29,24,27,103,307,.556,.606,.388,.600,.735,.629,2.5,$981348.0,0.07163323782234958,$5075007.23,$4093659.23
9,Seth Curry,,,SAC,NBA,44,9,692,102,224,52,113,50,111,45,54,9,51,60,67,22,3,36,41,299,.455,.460,.450,.567,.833,.603,1.4,$947276.0,0.040114613180515755,$2842004.05,$1894728.05
10,Marco Belinelli,,,SAC,NBA,68,7,1672,245,635,154,338,91,297,115,138,10,107,117,127,37,2,80,91,696,.386,.456,.306,.457,.833,.500,0.5,$6333333.0,0.014326647564469915,$1015001.45,$-5318331.55
11,Caron Butler,,,SAC,NBA,17,1,176,25,59,22,41,3,18,10,12,5,17,22,10,9,1,3,19,63,.424,.537,.167,.449,.833,.490,0.3,$1499187.0,0.008595988538681949,$609000.87,$-890186.13
12,Ben McLemore,,,SAC,NBA,68,53,1443,195,455,128,270,67,185,74,103,34,114,148,79,52,10,99,140,531,.429,.474,.362,.502,.718,.531,0.3,$3156600.0,0.008595988538681949,$609000.87,$-2547599.13
13,Duje Dukan,,,SAC,NBA,1,0,24,2,10,0,5,2,5,0,0,2,2,4,1,1,0,0,2,6,.200,.000,.400,.300,,.300,0.0,$525093.0,0.0,$0.0,$-525093.0
14,Eric Moreland,,,SAC,NBA,8,0,48,3,6,3,6,0,0,2,4,3,8,11,1,0,4,3,4,8,.500,.500,,.500,.500,.515,0.0,$845059.0,0.0,$0.0,$-845059.0
15,James Anderson,,,SAC,NBA,51,15,721,67,178,44,92,23,86,22,29,13,73,86,41,21,14,42,54,179,.376,.478,.267,.441,.759,.469,-0.3,$1015421.0,-0.008595988538681949,$-609000.87,$-1624421.87
1,Kawhi Leonard,,,SAS,NBA,72,72,2380,551,1090,422,799,129,291,292,334,95,398,493,186,128,71,105,133,1523,.506,.528,.443,.565,.874,.616,13.7,$16500000.0,0.19826338639652677,$17220639.88,$720639.88
2,LaMarcus Aldridge,,,SAS,NBA,74,74,2261,536,1045,536,1029,0,16,259,302,176,456,632,110,38,81,99,151,1331,.513,.521,.000,.513,.858,.565,10.1,$19500000.0,0.14616497829232997,$12695508.23,$-6804491.77
3,Tony Parker,,,SAS,NBA,72,72,1980,350,710,323,645,27,65,130,171,17,159,176,379,54,11,131,114,857,.493,.501,.415,.512,.760,.546,5.8,$13437500.0,0.08393632416787265,$7290489.88,$-6147010.12
4,David West,,,SAS,NBA,78,19,1404,244,448,241,441,3,7,63,80,72,237,309,143,44,55,68,142,554,.545,.546,.429,.548,.788,.573,5.4,$1499000.0,0.07814761215629523,$6787697.47,$5288697.47
5,Tim Duncan,,,SAS,NBA,61,60,1536,215,441,215,439,0,2,92,131,115,332,447,163,47,78,90,125,522,.488,.490,.000,.488,.702,.523,5.2,$5000000.0,0.07525325615050651,$6536301.27,$1536301.27
6,Patrick Mills,,,SAS,NBA,81,3,1662,260,612,137,292,123,320,47,58,27,131,158,226,59,6,76,102,690,.425,.469,.384,.525,.810,.541,4.8,$3578947.0,0.0694645441389291,$6033508.86,$2454561.86
7,Danny Green,,,SAS,NBA,79,79,2062,211,561,95,212,116,349,34,46,48,255,303,141,79,64,75,141,572,.376,.448,.332,.480,.739,.492,4.2,$10000000.0,0.06078147612156296,$5279320.25,$-4720679.75
8,Boris Diaw,,,SAS,NBA,76,4,1386,202,383,177,314,25,69,56,76,58,175,233,176,26,21,97,102,485,.527,.564,.362,.560,.737,.582,3.8,$7000000.0,0.05499276410998553,$4776527.85,$-2223472.15
9,Manu Ginobili,,,SAS,NBA,58,0,1134,197,435,127,256,70,179,91,112,26,120,146,177,66,11,99,99,555,.453,.496,.391,.533,.813,.573,3.8,$2814000.0,0.05499276410998553,$4776527.85,$1962527.85
10,Kyle Anderson,,,SAS,NBA,78,11,1245,138,295,126,258,12,37,62,83,25,219,244,123,60,29,59,97,350,.468,.488,.324,.488,.747,.528,3.5,$1142879.0,0.050651230101302465,$4399433.55,$3256554.55
11,Boban Marjanovic,,,SAS,NBA,54,4,508,105,174,105,174,0,0,87,114,73,121,194,21,12,23,29,54,297,.603,.603,,.603,.763,.662,3.4,$1200000.0,0.049204052098408106,$4273735.44,$3073735.44
12,Jonathon Simmons,,,SAS,NBA,55,2,813,122,242,104,195,18,47,69,92,16,80,96,58,24,5,53,103,331,.504,.533,.383,.541,.750,.586,2.0,$525093.0,0.028943560057887122,$2513962.03,$1988869.03
13,Rasual Butler,,,SAS,NBA,46,0,432,49,104,34,55,15,49,11,16,3,53,56,24,13,23,8,11,124,.471,.618,.306,.543,.688,.558,1.3,$1499187.0,0.01881331403762663,$1634075.32,$134888.32
14,Matt Bonner,,,SAS,NBA,30,2,206,29,57,14,23,15,34,3,4,3,24,27,9,6,1,3,16,76,.509,.609,.441,.640,.750,.647,0.8,$1499187.0,0.011577424023154849,$1005584.81,$-493602.19
15,Ray McCallum,,,SAS,NBA,31,3,256,27,67,22,51,5,16,9,10,6,25,31,33,5,4,11,14,68,.403,.431,.313,.440,.900,.476,0.5,$947276.0,0.007235890014471781,$628490.51,$-318785.49
16,Kevin Martin,,,SAS,NBA,16,1,261,30,85,19,52,11,33,28,30,4,25,29,12,9,2,13,15,99,.353,.365,.333,.418,.933,.504,0.4,$317475.0,0.0057887120115774245,$502792.41,$185317.41
17,Andre Miller,,,SAS,NBA,13,4,181,23,48,22,44,1,4,9,13,6,21,27,29,7,0,12,14,56,.479,.500,.250,.490,.692,.521,0.4,$396844.0,0.0057887120115774245,$502792.41,$105948.41
1,Kyle Lowry,,,TOR,NBA,77,77,2851,512,1198,300,651,212,547,398,491,55,310,365,494,158,34,225,211,1634,.427,.461,.388,.516,.811,.578,11.6,$12000000.0,0.21284403669724766,$15278937.87,$3278937.87
2,DeMar DeRozan,,,TOR,NBA,78,78,2804,614,1377,567,1238,47,139,555,653,64,285,349,315,81,21,175,167,1830,.446,.458,.338,.463,.850,.550,9.9,$9500000.0,0.18165137614678897,$13039783.18,$3539783.18
3,Jonas Valanciunas,,,TOR,NBA,60,59,1557,303,536,303,536,0,0,162,213,184,363,547,42,25,80,85,158,768,.565,.565,,.565,.761,.610,6.9,$4660482.0,0.12660550458715594,$9088333.73,$4427851.73
4,Bismack Biyombo,,,TOR,NBA,82,22,1808,156,288,156,287,0,1,142,226,182,473,655,29,19,133,71,225,454,.542,.544,.000,.542,.628,.586,5.9,$3000000.0,0.10825688073394495,$7771183.92,$4771183.92
5,Patrick Patterson,,,TOR,NBA,79,0,2020,204,493,98,200,106,293,29,34,77,265,342,94,53,32,65,128,543,.414,.490,.362,.521,.853,.534,3.6,$6268675.0,0.06605504587155962,$4741739.34,$-1526935.66
6,Terrence Ross,,,TOR,NBA,73,7,1747,270,626,139,287,131,339,49,62,21,164,185,56,54,25,46,120,720,.431,.484,.386,.536,.790,.551,3.6,$3553917.0,0.06605504587155962,$4741739.34,$1187822.34
7,Cory Joseph,,,TOR,NBA,80,4,2046,257,585,227,475,30,110,133,174,39,171,210,250,63,20,102,131,677,.439,.478,.273,.465,.764,.512,3.5,$7000000.0,0.06422018348623852,$4610024.36,$-2389975.64
8,Luis Scola,,,TOR,NBA,76,76,1636,269,598,204,437,65,161,61,84,84,276,360,66,46,27,68,178,664,.450,.467,.404,.504,.726,.523,3.3,$3000000.0,0.06055045871559632,$4346594.39,$1346594.39
9,Norman Powell,,,TOR,NBA,49,24,725,97,229,61,140,36,89,43,53,16,95,111,47,29,10,32,59,273,.424,.436,.404,.502,.811,.541,1.6,$650000.0,0.029357798165137613,$2107439.71,$1457439.71
10,James Johnson,,,TOR,NBA,57,32,926,114,240,94,174,20,66,39,68,28,98,126,67,29,33,54,84,287,.475,.540,.303,.517,.574,.532,1.3,$2500000.0,0.02385321100917431,$1712294.76,$-787705.24
11,DeMarre Carroll,,,TOR,NBA,26,22,786,105,270,59,152,46,118,30,50,31,91,122,27,44,6,28,63,286,.389,.388,.390,.474,.600,.490,1.2,$13500000.0,0.02201834862385321,$1580579.78,$-11919420.22
12,Jason Thompson,,,TOR,NBA,19,6,292,32,66,27,51,5,15,18,22,22,58,80,10,8,12,8,40,87,.485,.529,.333,.523,.818,.575,1.0,$328955.0,0.018348623853211007,$1317149.82,$988194.82
13,Lucas Nogueira,,,TOR,NBA,29,1,225,28,44,27,41,1,3,8,15,18,28,46,7,12,12,11,29,65,.636,.659,.333,.648,.533,.642,0.7,$1842000.0,0.012844036697247704,$922004.87,$-919995.13
14,Delon Wright,,,TOR,NBA,27,1,229,36,80,31,67,5,13,26,35,8,29,37,31,8,3,16,7,103,.450,.463,.385,.481,.743,.540,0.6,$1509360.0,0.011009174311926604,$790289.89,$-719070.11
15,Anthony Bennett,,,TOR,NBA,19,0,84,8,27,5,13,3,14,9,10,6,17,23,0,5,0,4,8,28,.296,.385,.214,.352,.900,.446,0.1,$947276.0,0.0018348623853211008,$131714.98,$-815561.02
16,Bruno Caboclo,,,TOR,NBA,6,1,43,1,12,0,5,1,7,0,0,1,1,2,1,2,1,4,2,3,.083,.000,.143,.125,,.125,-0.3,$1524000.0,-0.005504587155963302,$-395144.94,$-1919144.94
1,Gordon Hayward,,,UTA,NBA,80,80,2893,521,1202,378,792,143,410,393,477,61,336,397,296,95,27,202,183,1578,.433,.477,.349,.493,.824,.559,8.9,$15409570.0,0.18776371308016881,$11247609.7,$-4161960.3
2,Derrick Favors,,,UTA,NBA,62,59,1983,418,811,418,807,0,4,180,254,169,334,503,94,74,91,104,150,1016,.515,.518,.000,.515,.709,.551,7.1,$11933333.0,0.149789029535865,$8972812.24,$-2960520.76
3,Rudy Gobert,,,UTA,NBA,61,60,1932,198,354,198,354,0,0,161,283,208,460,668,91,45,135,114,163,557,.559,.559,,.559,.569,.582,6.4,$1175880.0,0.13502109704641355,$8088168.78,$6912288.78
4,Rodney Hood,,,UTA,NBA,79,79,2541,408,972,247,523,161,449,172,200,38,229,267,213,73,16,125,202,1149,.420,.472,.359,.503,.860,.542,6.0,$1348440.0,0.1265822784810127,$7582658.23,$6234218.23
5,Trevor Booker,,,UTA,NBA,79,2,1632,190,388,178,347,12,41,71,106,166,286,452,84,59,41,81,169,463,.490,.513,.293,.505,.670,.533,4.3,$4775000.0,0.09071729957805909,$5434238.4,$659238.4
6,Joe Ingles,,,UTA,NBA,81,2,1241,124,291,43,81,81,210,13,18,19,132,151,96,55,4,65,98,342,.426,.531,.386,.565,.722,.572,2.3,$2250000.0,0.048523206751054856,$2906685.65,$656685.65
7,Trey Lyles,,,UTA,NBA,80,33,1382,191,436,142,308,49,128,57,82,59,240,299,59,26,18,65,114,488,.438,.461,.383,.494,.695,.517,2.3,$2239800.0,0.048523206751054856,$2906685.65,$666885.65
8,Jeff Withey,,,UTA,NBA,51,10,658,87,162,87,160,0,2,43,59,56,117,173,20,21,53,28,75,217,.537,.544,.000,.537,.729,.577,2.3,$947276.0,0.048523206751054856,$2906685.65,$1959409.65
9,Trey Burke,,,UTA,NBA,64,0,1366,262,634,174,378,88,256,67,82,18,94,112,148,35,6,80,86,679,.413,.460,.344,.483,.817,.507,2.1,$2658240.0,0.04430379746835444,$2653930.38,$-4309.62
10,Raul Neto,,,UTA,NBA,81,53,1499,180,418,116,256,64,162,52,70,17,103,120,174,62,2,109,122,476,.431,.453,.395,.507,.743,.530,1.8,$1000000.0,0.037974683544303806,$2274797.47,$1274797.47
11,Alec Burks,,,UTA,NBA,31,3,797,137,334,105,255,32,79,106,141,16,93,109,63,18,4,51,71,412,.410,.412,.405,.458,.752,.520,1.5,$9213484.0,0.031645569620253174,$1895664.56,$-7317819.44
12,Shelvin Mack,,,UTA,NBA,28,27,879,142,320,107,222,35,98,36,49,11,95,106,149,26,3,81,65,355,.444,.482,.357,.498,.735,.520,1.2,$2433333.0,0.025316455696202535,$1516531.65,$-916801.35
13,Chris Johnson,,,UTA,NBA,70,2,857,72,194,45,95,27,99,34,42,27,105,132,45,32,20,40,100,205,.371,.474,.273,.441,.810,.482,1.1,$981348.0,0.023206751054852325,$1390154.01,$408806.01
14,Erick Green,,,UTA,NBA,6,0,35,5,12,4,8,1,4,2,2,3,2,5,2,1,0,0,4,13,.417,.500,.250,.458,1.000,.505,0.1,$99418.0,0.0021097046413502117,$126377.64,$26959.64
15,Elijah Millsap,,,UTA,NBA,20,0,173,11,39,10,27,1,12,13,18,6,29,35,19,7,3,9,33,36,.282,.370,.083,.295,.722,.384,0.1,$362878.0,0.0021097046413502117,$126377.64,$-236500.36
16,J.J. O'Brien,,,UTA,NBA,2,0,6,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,.000,.000,,.000,,.000,0.0,$75000.0,0.0,$0.0,$-75000.0
17,Tibor Pleiss,,,UTA,NBA,12,0,82,11,25,11,23,0,2,2,2,6,9,15,2,1,2,8,19,24,.440,.478,.000,.440,1.000,.464,-0.1,$3000000.0,-0.0021097046413502117,$-126377.64,$-3126377.64
1,Marcin Gortat,,,WAS,NBA,75,74,2256,433,764,433,763,0,1,146,207,222,519,741,106,47,96,121,193,1012,.567,.567,.000,.567,.705,.592,7.3,$11217391.0,0.1867007672634271,$14679126.96,$3461735.96
2,John Wall,,,WAS,NBA,77,77,2784,572,1349,457,1021,115,328,272,344,42,337,379,789,145,59,318,159,1531,.424,.448,.351,.467,.791,.510,5.7,$15851950.0,0.14578005115089515,$11461784.06,$-4390165.94
3,Otto Porter,,,WAS,NBA,75,73,2276,339,717,241,450,98,267,95,126,97,294,391,120,105,32,70,163,871,.473,.536,.367,.541,.754,.564,5.6,$4662960.0,0.1432225063938619,$11260700.13,$6597740.13
4,Jared Dudley,,,WAS,NBA,81,41,2098,233,487,133,249,100,238,72,98,54,232,286,170,75,18,80,190,638,.478,.534,.420,.581,.735,.602,4.6,$4250000.0,0.1176470588235294,$9249860.82,$4999860.82
5,Ramon Sessions,,,WAS,NBA,82,5,1667,280,592,244,481,36,111,214,283,25,178,203,239,46,5,115,102,810,.473,.507,.324,.503,.756,.565,3.8,$2170465.0,0.09718670076726342,$7641189.38,$5470724.38
6,Bradley Beal,,,WAS,NBA,55,35,1708,359,799,254,528,105,271,135,176,41,147,188,162,54,11,112,117,958,.449,.481,.387,.515,.767,.547,2.7,$5694674.0,0.0690537084398977,$5429266.14,$-265407.86
7,Nene Hilario,,,WAS,NBA,57,11,1094,209,384,209,381,0,3,107,185,52,207,259,97,54,26,76,156,525,.544,.549,.000,.544,.578,.564,2.7,$13000000.0,0.0690537084398977,$5429266.14,$-7570733.86
8,Garrett Temple,,,WAS,NBA,80,43,1951,201,505,112,247,89,258,91,125,36,176,212,140,69,18,64,195,582,.398,.453,.345,.486,.728,.520,2.7,$1100602.0,0.0690537084398977,$5429266.14,$4328664.14
